decision,reason_code,reason,title,year,venue,doi,arxiv,url,source_file,abstract_snippet
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Opportunities for autonomous UAV in harsh environments,2019,2019 16th International Symposium on Wireless Communication Systems (ISWCS),10.1109/iswcs.2019.8877114,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8877114,ieee_xplore_2026-02-19_06-02-26.csv,"This paper describes the challenges raised from the use of Unmanned Aerial Vehicles (UAVs) on the exploration of inhospitable places that present limitations and risks to humans; for instance, we describe the case of cave exploration. UAVs have emerged as an attractive alternativ..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Practical ESM Analysis,2019,Practical ESM Analysis,,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9098770.pdf&bkn=9098770&pdfType=book,ieee_xplore_2026-02-19_06-02-26.csv,"Written by a prominent expert in the field, this authoritative resource considers radar parameters and how they affect ESM systems. It describes the ESM environment, including types of radar, pulse density, the latest radar developments and how they will be seen by ESM systems. D..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Implicit Extended Kalman Filter for Radar-Only 2D Odometry and Sensor-Vehicle Calibration,2025,2025 IEEE/SICE International Symposium on System Integration (SII),10.1109/sii59315.2025.10871091,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10871091,ieee_xplore_2026-02-19_06-02-26.csv,"Accurate and robust pose estimation is essential for any autonomous vehicle. While sensors like GNSS, LiDAR, and camera are widely used for state estimation, they admit weaknesses under challenging environments e.g. poor satellite signals, low light, or adverse weather. Recent 3D..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Track-Before-Detect with Stereo Microphone Arrays,2025,"2025 14th International Conference on Control, Automation and Information Sciences (ICCAIS)",10.1109/iccais67508.2025.11262157,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11262157,ieee_xplore_2026-02-19_06-02-26.csv,"Situational awareness of autonomous vehicles in urban environments heavily relies on line-of-sight sensors such as cameras, lidar, and radar. However, these visual sensors may fail to detect targets when they are occluded. In contrast, audio signals have stronger penetration capa..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Capacity and Coverage Analysis of High Altitude Platform (HAP) Antenna Arrays for Rural Vehicular Broadband Services,2020,2020 IEEE 91st Vehicular Technology Conference (VTC2020-Spring),10.1109/vtc2020-spring48590.2020.9129557,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9129557,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, the deployment of a High Altitude Platform (HAP) exploiting the mmWave bands to provide broadband infotainment services for vehicular users in rural areas, that, otherwise, would have little or no broadband connectivity is proposed. In this context, an investigatio..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,UWB System Based UAV Swarm Testbed,2020,"2020 16th International Conference on Control, Automation, Robotics and Vision (ICARCV)",10.1109/icarcv50220.2020.9305401,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9305401,ieee_xplore_2026-02-19_06-02-26.csv,"Swarming of unmanned aerial vehicles (UAVs) has become a popular topic for its practicability in many scenarios. However an easy-to-use yet powerful swarm testbed is not widely available for most of the research labs globally. In this paper, a UAV swarm testbed is presented, whic..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A Reflective Surface Estimation Method Based on Multipath Utilization,2025,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2025.3541688,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10884942,ieee_xplore_2026-02-19_06-02-26.csv,"This article introduces a novel method for reflective surface estimation, leveraging the characteristics of electromagnetic (EM) wave multipath propagation. First, based on the reflective properties of EM waves, the theoretical foundation of the proposed method is established by ..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,The Importance of Spatial and Spectral Information in Multiple Speaker Tracking,2025,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/icassp49660.2025.10890536,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10890536,ieee_xplore_2026-02-19_06-02-26.csv,Multi-speaker localization and tracking using microphone array recording is of importance in a wide range of applications. One of the challenges with multi-speaker tracking is to associate direction estimates with the correct speaker. Most existing association approaches rely on ...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,GNSS Intentional Interference Mitigation via Average KF Innovation and Pseudo Track Updation,2020,2020 IEEE 17th India Council International Conference (INDICON),10.1109/indicon49873.2020.9342459,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342459,ieee_xplore_2026-02-19_06-02-26.csv,"GNSS based navigation is vulnerable to intentional interferences like jamming, meaconing, and spoofing. In the jamming attack, there is no position estimate from the navigation filter. Whereas, in the case of meaconing and spoofing attacks, the navigation track is misguided by pr..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Crawler Robot Indoor Positioning Based on a Combination of Bluetooth and IMU,2022,"2022 6th International Conference on Robotics, Control and Automation (ICRCA)",10.1109/icrca55033.2022.9829003,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9829003,ieee_xplore_2026-02-19_06-02-26.csv,"Aiming at the indoor positioning problem of micro-crawler robots, a positioning method based on a combination of Bluetooth, gyroscope, accelerometer, magnetometer and other sensors is designed. This method takes inertial navigation system (INS) as the core, Bluetooth AOA position..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Emitter localization using a single moving observer based on UKF,2017,2017 IEEE 17th International Conference on Communication Technology (ICCT),10.1109/icct.2017.8359816,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8359816,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, a method based on UKF (The Unscented Kalman Filter) for emitter localization using a single moving observer is proposed. This method considers an emitter localization problem using a number of received signal strength (RSS) data. The state equation and observation ..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Signals of Opportunity based Geometry Calibration of Hydrophone Arrays,2019,OCEANS 2019 MTS/IEEE SEATTLE,10.23919/oceans40490.2019.8962552,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8962552,ieee_xplore_2026-02-19_06-02-26.csv,"A method to calibrate the geometries of hydrophone arrays using the sound emitted from nearby ships, is presented. The calibration problem is formulated as a simultaneous localization and mapping (SLAM) estimation problem, where the locations and geometries of the arrays are view..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Angle-Domain Channel Tracking for High Speed Railway Communications with Massive ULA,2018,2018 IEEE 18th International Conference on Communication Technology (ICCT),10.1109/icct.2018.8600141,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8600141,ieee_xplore_2026-02-19_06-02-26.csv,"High speed railway communications has received wide attention in the world. The Doppler shift from the motion of train induces inter-carrier interference. Meanwhile the doubly selective channel increases the difficulty of training and beamforming. In this paper, we propose an ang..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,An Improved Method for Localization of Wireless Capsule Endoscope Using Direct Position Determination,2021,IEEE Access,10.1109/access.2021.3128748,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9617632,ieee_xplore_2026-02-19_06-02-26.csv,A novel methodology for localization of wireless-capsule-endoscope (WCE) by using the direct-position-determination (DPD) method is proposed. A WCE enables the diagnose of gastrointestinal tract disorders in a non-invasive visual manner. Conventional methods proposed for WCE loca...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,On a Novel High Accuracy Positioning With Intelligent Reflecting Surface and Unscented Kalman Filter for Intelligent Transportation Systems in B5G,2024,IEEE Journal on Selected Areas in Communications,10.1109/jsac.2023.3322805,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10274508,ieee_xplore_2026-02-19_06-02-26.csv,"High accuracy and simultaneous positioning is an essential demand in future Intelligent Transportation Systems (ITS), while the mobility and dynamics of vehicles place great challenges. Single Base Station (BS) positioning has become popular for its fast speed, high convenience, ..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Localization of WiFi Devices Using Unmanned Aerial Vehicles in Search and Rescue,2018,2018 IEEE/CIC International Conference on Communications in China (ICCC Workshops),10.1109/iccchinaw.2018.8674518,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8674518,ieee_xplore_2026-02-19_06-02-26.csv,"This paper presents an UAV (Unmanned Aerial Vehicle) system that can find the locations of the wireless devices such as smartphones and tablets in WiSAR (wildness search and rescue). By locating the wireless device, we can find the owner of it that get lost or get hurt in the wil..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,An Aerial-ground Cooperative Positioning Method for Intelligent and Connected Vehicles under GNSS-denied Environments,2025,2025 8th International Conference on Transportation Information and Safety (ICTIS),10.1109/ictis68762.2025.11215072,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11215072,ieee_xplore_2026-02-19_06-02-26.csv,"Positioning is an important technology for the safe and reliable driving of intelligent and connected vehicles (ICVs). In complex urban transportation, GNSS-denied environments such as urban canyons and overpasses can cause serious interference to vehicle positioning, reducing th..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Sensing-Assisted Communication Beam Prediction Approaches in V2I Cross-Cell Scenarios: Active Control and Interaction Control Schemes,2025,IEEE Communications Letters,10.1109/lcomm.2025.3570083,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11004158,ieee_xplore_2026-02-19_06-02-26.csv,"In sensing-assisted communication systems, better positioning precision leads to more accurate communication beam alignment. In this letter, we propose two novel beam prediction schemes, i.e. active control scheme and interaction control scheme, to enhance communication quality o..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Generic Channel Models,2016,"Propagation Channel Characterization, Parameter Estimation, and Modeling for Wireless Communications",10.1002/9781118188248.ch3,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=7656756.pdf&bkn=7601575&pdfType=chapter,ieee_xplore_2026-02-19_06-02-26.csv,"This chapter introduces some generic models that adopt different kinds of parameter to characterize the behavior of individual components in a channel. These models are proposed from different perspectives, such as specular and dispersive, time invariant and variant, as well as d..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Vehicle Behavior-Cognition-Based Particle-Filter-Enabled mmWave Beam Tracking for Connected Automated Vehicles,2022,IEEE Internet of Things Journal,10.1109/jiot.2022.3181247,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9790831,ieee_xplore_2026-02-19_06-02-26.csv,"Considering the low-latency and high data rate requirements for automated vehicles (AVs), the millimeter-wave (mmWave) technology can support tens of Gb/s raw sensor information sharing for connected AVs (CAVs). However, the challenging problem is how to achieve fast and robust m..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Localization Using DVB-T Signals: Experimental Insights and Validation,2025,2025 28th International Conference on Information Fusion (FUSION),10.23919/fusion65864.2025.11124006,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11124006,ieee_xplore_2026-02-19_06-02-26.csv,"Accurate positioning, navigation and timing (PNT) is important for military and civilian applications alike. In recent years navigation using signals of opportunity (SOPs) has received increased interest as a complement or alternative to Global Navigation Satellite Systems (GNSS)..."
